bug_number,reported_dt,subject,thread_message_cnt,is_acted_upon,linked_via,first_commit_dt,days_to_commit
18096,2023-09-08,"BUG #18096: In edge-triggered epoll and kqueue, PQconsumeInput/PQisBusy are insufficient for correct async ops.",3,false,,,
18097,2023-09-08,"BUG #18097: Immutable expression not allowed in generated at",16,true,both,2023-11-16,69
18098,2023-09-08,"BUG #18098: Console code page issue Postgresql 14.7",7,false,,,
18099,2023-09-08,"BUG #18099: ERROR: could not access status of transaction 4007513275",3,false,,,
18101,2023-09-09,"BUG #18101: 'RAISE LOG ...' with omitted trailing ';' does not throw syntax error in certain situations",2,false,,,
18103,2023-09-10,"BUG #18103: bugs of concurrent merge into when use different join plan",6,true,both,2023-09-30,20
18105,2023-09-11,"BUG #18105: ogr_fdw_15 incompatible with latest gdal36-libs",2,false,,,
18107,2023-09-14,"BUG #18107: ""policy ... for table ... already exists"" errors when restore postgres database from dump",1,false,,,
18108,2023-09-14,"BUG #18108: server process was terminated by signal 11: Segmentation fault",5,false,,,
18109,2023-09-14,"BUG #18109: enable_partitionwise_aggregate does not apply when inserting or updating",4,false,,,
18111,2023-09-15,"BUG #18111: Query hangs when trying to INSERT empty string into NOT NULL table",3,false,,,
18112,2023-09-15,"BUG #18112: pgstattuple of sequence failed",2,false,,,
18114,2023-09-16,"BUG #18114: FULL JOIN is replaced by LEFT JOIN in plan",4,false,,,
18115,2023-09-18,"BUG #18115: pg_restore of extensions does not respect dependencies",3,false,,,
18116,2023-09-18,"BUG #18116: This is definitiv a BUG in INOUT parameter in stored procedures in Postgres 12.16",2,false,,,
18117,2023-09-20,"BUG #18117: View definitions were changed in version 16 (missing column qualifiers)",2,false,,,
18118,2023-09-20,"BUG #18118: bug report for COMMIT AND CHAIN feature",4,true,both,2023-09-22,2
18119,2023-09-20,"BUG #18119: Failed assert while recoverying from pg_basebackup",2,false,,,
18123,2023-09-21,"BUG #18123: The execution plan for the left join is incorrect, returning incorrect rows of data.",2,false,,,
18124,2023-09-21,"BUG #18124: PG16 release note document bug in ""Add build option to allow testing of small WAL segment sizes""",9,true,discussion_link,2023-09-25,4
18125,2023-09-21,"BUG #18125: Ordered set aggregate results (MD5 hashing) vary between postgres versions",1,false,,,
18126,2023-09-21,"BUG #18126: Ordered set aggregate: result does not depend on sort order",2,false,,,
18127,2023-09-21,"BUG #18127: Assertion HaveRegisteredOrActiveSnapshot failed on REINDEX CONCURRENTLY when blocksize=1",5,true,discussion_link,2025-05-30,617
18128,2023-09-21,"BUG #18128: a Parallel Hash started with batches 64 but increased to 262144 and FreeableMemory tanked",1,false,,,
18129,2023-09-22,"BUG #18129: GiST index produces incorrect query results",6,true,discussion_link,2023-09-26,4
18130,2023-09-22,"BUG #18130: \copy fails with ""could not read block"" or ""page should be empty but not"" errors due to triggers",3,true,both,2023-10-14,22
18131,2023-09-22,"BUG #18131: PL/pgSQL: regclass procedure parameter wrongly memoized(?)",3,true,both,2023-09-25,3
18132,2023-09-23,"BUG #18132: llvm-jit does not build with LLVM 17",2,false,,,
18134,2023-09-26,"BUG #18134: ROW_COUNT do not set to 0 when psql's \gset command get no rows returned",8,true,discussion_link,2023-10-02,6
18135,2023-09-27,"BUG #18135: Incorrect memory access occurs when attaching a partition with an index",10,true,both,2023-09-28,1
18136,2023-09-27,"BUG #18136: lc_messages is the empty string but should be 'C'?",1,false,,,
18137,2023-09-28,"BUG #18137: PG16 release note doc bug in ""Allow GRANT group_name TO user_name ...""",4,true,discussion_link,2023-09-29,1
18138,2023-09-28,"BUG #18138: Using limit on VALUES causes type conversion to fail.",4,false,,,
18139,2023-09-28,"BUG #18139: Causing FATAL error on database using function last() or first()",3,false,,,
18141,2023-09-29,"BUG #18141: sorry, too many clients error occurring very frequently",8,false,,,
18142,2023-10-02,"BUG #18142: strange behaviour of ""UPDATE"" with id_encode()",4,false,,,
18143,2023-10-02,"BUG #18143: pg_upgrade fails to use port 50432 even with firewall disabled",1,false,,,
18144,2023-10-02,"BUG #18144: While i am intalling postgresql-12 repo,i am facing the below.i tried with dowload and install.",2,false,,,
18145,2023-10-03,"BUG #18145: In psql, \d does not output in expanded format",2,false,,,
18146,2023-10-03,"BUG #18146: Rows reappearing in Tables after Auto-Vacuum Failure in PostgreSQL on Windows",45,true,discussion_link,2024-12-02,426
18147,2023-10-05,"BUG #18147: ERROR: invalid perminfoindex 0 in RTE with relid xxxxx",26,true,both,2023-10-24,19
18148,2023-10-05,"BUG #18148: Handle null in a date/time fields when passing empty arrays issue",2,false,,,
18149,2023-10-05,"BUG #18149: Incorrect lexeme for english token ""proxy""",6,false,,,
18150,2023-10-08,"BUG #18150: The results returned by index only scan using gist index of bpchar and seqscan have difference.",2,false,,,
18151,2023-10-08,"BUG #18151: pg_upgradecluster fails when column default refers to column",6,false,,,
18152,2023-10-10,"BUG #18152: Join condition is not pushed down to union all subquery",3,false,,,
18153,2023-10-10,"BUG #18153: Undefined Symbol creating postgis_raster extension",2,false,,,
18154,2023-10-11,"BUG #18154: Corrupt DB: pg_dump segfaults or returns empty",1,false,,,
18155,2023-10-13,"BUG #18155: Logical Apply Worker Timeout During TableSync Causes Either Stuckness or Data Loss",6,false,,,
18156,2023-10-13,"BUG #18156: Self-referential foreign key in partitioned table not enforced on deletes",3,true,discussion_link,2025-05-02,567
18158,2023-10-16,"BUG #18158: Assert in pgstat_report_stat() fails when a backend shutting down with stats pending",12,true,discussion_link,2026-06-05,963
18159,2023-10-16,"BUG #18159: Database Integrity Concerns: Missing FK Constraint",2,false,,,
18160,2023-10-18,"BUG #18160: first create table show ""ERROR: permission denied for schema public"", next create table works",4,false,,,
18161,2023-10-18,"BUG #18161: ALTER TABLE ... ALTER COLUMN does not remove dependencies in automatically from column and sequence.",3,false,,,
18163,2023-10-20,"BUG #18163: Catcache entry invalidation might be missed when toast processed inside CatalogCacheCreateEntry",1,false,,,
18165,2023-10-20,"BUG #18165: Could not duplicate handle for ""Global/PostgreSQL.xxxxxxxxxx"": Bad file descriptor",11,true,both,2023-10-21,1
18166,2023-10-20,"BUG #18166: 100 Gb 18000000 records table update",3,false,,,
18167,2023-10-24,"BUG #18167: cannot create partitioned tables when default_tablespace is set",4,false,,,
18168,2023-10-24,"BUG #18168: Parallel worker failed to initialize: could not create inherited socket: error code 10106",5,false,,,
18170,2023-10-26,"BUG #18170: Unexpected error: no relation entry for relid 3",34,true,both,2023-11-04,9
18171,2023-10-26,"BUG #18171: Dropping an index on a partitioned table drops all child indices even with a restrict",4,false,,,
18172,2023-10-27,"BUG #18172: High memory usage in tSRF function context",5,true,both,2023-10-28,1
18173,2023-10-30,"BUG #18173: ERROR: could not identify a comparison function for type unknown",5,false,,,
18177,2023-11-01,"BUG #18177: certain queries under certain contexts take multiple orders of magnitude longer compared to v10",11,false,,,
18178,2023-11-01,"BUG #18178: New Restriction on ""ON SELECT"" rules on tables",8,true,both,2023-11-03,2
18179,2023-11-02,"BUG #18179: Cluster History Error",8,false,,,
18180,2023-11-02,"BUG #18180: Maybe a bug? repomd.xml signature could not be verified for pgdg-common",1,false,,,
18181,2023-11-03,"BUG #18181: KB5031455 Update crashes PostgreSQL Server for Turkish language",7,false,,,
18182,2023-11-06,"BUG #18182: apt distribution is missing for Bionic",2,false,,,
18183,2023-11-06,"BUG #18183: Unable to grant similar roles after changing user from No inheritance to Inheritance.",3,false,,,
18184,2023-11-06,"BUG #18184: ERROR: wrong varnullingrels (b) (expected (b 3)) for Var 2/2",3,true,both,2023-11-09,3
18185,2023-11-06,"BUG #18185: Error when calling whoami at the beginning of the installation",3,false,,,
18186,2023-11-07,"BUG #18186: Question around integration",4,false,,,
18187,2023-11-07,"BUG #18187: Unexpected error: ""variable not found in subplan target lists"" triggered by JOIN",24,true,both,2023-11-09,2
18188,2023-11-09,"BUG #18188: wrong varnullingrels",2,false,,,
18189,2023-11-10,"BUG #18189: Value partitioned tables: Upd ERROR: more than one row returned by a subquery used as an expression",4,false,,,
18190,2023-11-10,"BUG #18190: PL/pgSQL does not document comparison operations on RECORD (or ROW) types",4,false,,,
18193,2023-11-13,"BUG #18193: CVE-2019-9193",4,false,,,
18194,2023-11-13,"BUG #18194: Missing install instructions",4,false,,,
18195,2023-11-14,"BUG #18195: PL/pgSQL: invalid syntax allowed in SELECT INTO statement",8,false,,,
18196,2023-11-15,"BUG #18196: Databases Created in Turkish Language Will Not Run on the Latest Version of Windows",22,false,,,
18198,2023-11-15,"BUG #18198: Constantly getting errors",3,false,,,
18199,2023-11-15,"BUG #18199: 'Release' file not available in apt.postgresql.org/pub/repos/apt bionic-pgdg",2,false,,,
18200,2023-11-15,"BUG #18200: Undefined behaviour in interval_div",5,true,both,2023-11-18,3
18201,2023-11-16,"BUG #18201: POSTGRESQL 16 - Failed to initialise the database cluster with initdb",2,false,,,
18202,2023-11-17,"BUG #18202: pg_constraint data isn't refreshed when using alter rename to on a constraint trigger",2,false,,,
18203,2023-11-18,"BUG #18203: Logical Replication initial sync failure",8,true,discussion_link,2023-11-22,4
18205,2023-11-19,"BUG #18205: Performance regression with NOT NULL checks.",11,false,,,
18206,2023-11-19,"BUG #18206: Strange performance behaviour depending on location of field in query.",3,false,,,
18207,2023-11-19,"BUG #18207: Turkiye LC Setting Error",2,false,,,
18208,2023-11-20,"BUG #18208: ts_headline MinWords and MaxWords cannot be set to the same value",2,false,,,
18209,2023-11-22,"BUG #18209: New connection is waiting for ProcArrayLock lock when execute a stored procedure concurrently",1,false,,,
18210,2023-11-22,"BUG #18210: libpq: PQputCopyData sometimes fails in non-blocking mode over GSSAPI encrypted connection",6,true,both,2023-11-23,1
18211,2023-11-23,"BUG #18211: pg_catcheck_16 RPM package mssing für RHEL8 and RHEL9 repo",1,false,,,
18212,2023-11-24,"BUG #18212: Functions txid_status() and pg_xact_status() return invalid status of the specified transaction",10,true,discussion_link,2024-02-08,76
18213,2023-11-24,"BUG #18213: Standby's repeatable read isolation level transaction encountered a ""nonrepeatable read"" problem",6,false,,,
18214,2023-11-24,"BUG #18214: poly_contain (@>) hangs forever for input data with zeros and infinities",4,false,,,
18216,2023-11-28,"BUG #18216: Unaccent function is unable to remove accents (diacritic signs) from Japanese character 'ド'",10,false,,,
18217,2023-11-29,"BUG #18217: ALTER TABLE IF EXISTS not being honored with DROP CONSTRAINT IF EXISTS",2,false,,,
18218,2023-11-30,"BUG #18218: NOT LIKE ANY returns same result as LIKE ANY when array items are wrapped into E''",4,false,,,
18219,2023-11-30,"BUG #18219: libpq does not take into consideration UNICODE define",12,false,,,
18220,2023-12-01,"BUG #18220: drop database in anytime",1,false,,,
18221,2023-12-02,"BUG #18221: Unexpected Query Result",3,false,,,
18222,2023-12-04,"BUG #18222: Unexpected Error--Cannot delete from scalar",4,false,,,
18223,2023-12-04,"BUG #18223: There is a confusing result where an update statement can reference itself and execute successfully.",2,false,,,
18224,2023-12-04,"BUG #18224: message bug in libpqwalreceiver.c.",10,true,both,2023-12-05,1
18225,2023-12-04,"BUG #18225: chdb's s3 table function crashes postgresql with plpython3",2,false,,,
18229,2023-12-05,"BUG #18229: Multiple vacuum queries fail after upgrading to 13.10",2,false,,,
18230,2023-12-06,"BUG #18230: Redundant comparison of a local variable 'tzp' address with a NULL value at dt_common.c",11,false,,,
18231,2023-12-07,"BUG #18231: String conversion function is adding special characters in Postgres 15",2,false,,,
18232,2023-12-07,"BUG #18232: Function pushJsonbValueScalar has not Assert(scalarVal) on WJB_KEY, WJB_VALUE and WJB_ELEM",2,false,,,
18233,2023-12-07,"BUG #18233: coerce_type accepts NULL as pstate and can pass it to coerce_record_to_complex",2,false,,,
18234,2023-12-07,"BUG #18234: Nested Loop joint strategy is ignored for a tiny table joined with UNION ALL of two filtered parts",4,false,,,
18235,2023-12-08,"BUG #18235: Unable to install postgreSQL15 on Oracle Cloud VM",1,false,,,
18236,2023-12-08,"BUG #18236: Backend processing a parallel query terminates badly when postmaster killed with SIGKILL",1,false,,,
18237,2023-12-09,"BUG #18237: C:\Users\админ\AppData\Local\Temp\postgresql_installer_7ddb2d40c9",2,false,,,
18238,2023-12-09,"BUG #18238: Cross-partitition MERGE/UPDATE with delete-preventing trigger leads to incorrect memory access",9,true,both,2023-12-21,12
18239,2023-12-10,"BUG #18239: select position ('' in 'A') returns 1",3,false,,,
18240,2023-12-11,"BUG #18240: Undefined behaviour in cash_mul_flt8() and friends",24,true,both,2024-01-15,35
18241,2023-12-11,"BUG #18241: PushTransaction may cause Standby to execute ItemIdMarkDead",7,true,discussion_link,2023-12-12,1
18242,2023-12-12,"BUG #18242: pg_dump with non-superuser from pg14 to pg15 fails on ALTER FUNCTION",7,false,,,
18243,2023-12-12,"BUG #18243: Ability to log in json format to stdout",1,false,,,
18244,2023-12-12,"BUG #18244: Corruption in indexes involving whole-row expressions",8,false,,,
18245,2023-12-13,"BUG #18245: pg_restore accepts same output file name as input file name",4,false,,,
18246,2023-12-13,"BUG #18246: pgstathashindex() attempts to read invalid file for hash index attached to partitioned table",5,true,discussion_link,2023-12-19,6
18247,2023-12-14,"BUG #18247: Integer overflow leads to negative width",21,true,both,2023-12-18,4
18248,2023-12-14,"BUG #18248: Expression is always zero",5,false,,,
18249,2023-12-15,"BUG #18249: pg_dump/pg_restore single schema with function1 calling function2",4,false,,,
18251,2023-12-17,"BUG #18251: Incorrect DROP VIEW pg_catalog.* behavior",2,false,,,
18252,2023-12-18,"BUG #18252: Assert in CheckOpSlotCompatibility() fails when recursive union filters tuples in non-recursive term",6,true,discussion_link,2024-01-02,15
18253,2023-12-20,"BUG #18253: aarch64 oel 7 repomd.xml: [Errno 14] HTTPS Error 404",3,false,,,
18254,2023-12-20,"BUG #18254: could not load library llvmjit.so，Undefined symbol ""_ZN4llvm12MemoryBuffer7getFileERKNS_5TwineEbbbSt",3,false,,,
18255,2023-12-21,"BUG #18255: I am unable to deselect the stack bulider when i was install the postgresql",1,false,,,
18256,2023-12-21,"BUG #18256: spgGetCache() attempts to read to read invalid file for index attached to partitioned table",2,true,both,2023-12-21,0
18257,2023-12-23,"BUG #18257: Failed to build postgres, error occurred during linking",2,false,,,
18258,2023-12-24,"BUG #18258: The redo of the drop db wal needs to forward the Min Recovery Point",1,false,,,
18259,2023-12-25,"BUG #18259: Assertion in ExtendBufferedRelLocal() fails after no-space-left condition",17,true,discussion_link,2024-01-05,11
18260,2023-12-27,"BUG #18260: Unexpected error: ""negative bitmapset member not allowed"" triggered by multiple JOIN",8,true,both,2024-01-15,19
18261,2023-12-27,"BUG #18261: Inconsistent results of SELECT affected by joined subqueries",14,true,both,2024-01-06,10
18262,2023-12-27,"BUG #18262: Connecting ODI",2,false,,,
18264,2023-12-30,"BUG #18264: Table has type text, but query expects integer.attribute 1 of type record has wrong type",5,true,both,2024-01-04,5
